lastname,firstname,title,year,volume,ID
von Eschstruth,Nataly,Der Irrgeist des Schlosses,1886,,Nataly_von_Eschstruth_-_Der_Irrgeist_des_Schlosses_(1886)
Stinde,Julius,Wilhelmine Buchholz' Memoiren,1895,,Julius_Stinde_-_Wilhelmine_Buchholz'_Memoiren_(1895)
Ganghofer,Ludwig,Bergheimat,1933,,Ludwig_Ganghofer_-_Bergheimat_(1933)
von Ebner-Eschenbach,Marie,Der Säger,1910,,Marie_von_Ebner-Eschenbach_-_Der_Säger_(1910)
Binding,Rudolf G,Der Opfergang,1912,,Rudolf_G_Binding_-_Der_Opfergang_(1912)
Koch,Henny,Friedel Polten und ihre Rangen,1909,,Henny_Koch_-_Friedel_Polten_und_ihre_Rangen_(1909)
Wassermann,Jakob,Joseph Kerkhovens dritte Existenz,1934,,Jakob_Wassermann_-_Joseph_Kerkhovens_dritte_Existenz_(1934)
Rüttenauer,Benno,Der Gott und der Satyr,1927,,Benno_Rüttenauer_-_Der_Gott_und_der_Satyr_(1927)
Sanzara,Rahel,Das verlorene Kind,1926,,Rahel_Sanzara_-_Das_verlorene_Kind_(1926)
Immermann,Karl,Der Karneval und die Somnambule,1830,,Karl_Immermann_-_Der_Karneval_und_die_Somnambule_(1830)
Dahn,Felix,Kämpfende Herzen,1899,,Felix_Dahn_-_Kämpfende_Herzen_(1899)
Dahn,Felix,Meine welschen Ahnen,1903,,Felix_Dahn_-_Meine_welschen_Ahnen_(1903)
Keller,Gottfried,"Pankraz, der Schmoller",1856,,"Gottfried_Keller_-_Pankraz,_der_Schmoller_(1856)"
Gerstäcker,Friedrich,John Wells,1859,,Friedrich_Gerstäcker_-_John_Wells_(1859)
Marlitt,Eugenie,Schulmeisters Marie,1869,,Eugenie_Marlitt_-_Schulmeisters_Marie_(1869)
Schücking,Levin,Die Marketenderin von Köln,1861,,Levin_Schücking_-_Die_Marketenderin_von_Köln_(1861)
von Baudissin,Wolf Graf,Die Kriegsurlauber,1916,,Wolf_Graf_von_Baudissin_-_Die_Kriegsurlauber_(1916)
von Lauff,Joseph,Anne-Susanne,1915,,Joseph_von_Lauff_-_Anne-Susanne_(1915)
Ebers,Georg,Serapis,1885,,Georg_Ebers_-_Serapis_(1885)
Kafka,Franz,Der Schlag ans Hoftor,1916,,Franz_Kafka_-_Der_Schlag_ans_Hoftor_(1916)
Meyer,Conrad Ferdinand,Der Schuß von der Kanzel,1877,,Conrad_Ferdinand_Meyer_-_Der_Schuß_von_der_Kanzel_(1877)
Schmidt,Maximilian,'s Almstummerl,1888,,Maximilian_Schmidt_-_'s_Almstummerl_(1888)
von Lauff,Joseph,Der papierene Aloys,1928,,Joseph_von_Lauff_-_Der_papierene_Aloys_(1928)
Löns,Hermann,Mein buntes Buch,1913,,Hermann_Löns_-_Mein_buntes_Buch_(1913)
Schaumberger,Heinrich,Im Hirtenhaus,1874,,Heinrich_Schaumberger_-_Im_Hirtenhaus_(1874)
Tieck,Ludwig,Abendgespräche,1839,,Ludwig_Tieck_-_Abendgespräche_(1839)
Schnitzler,Arthur,Die griechische Tänzerin,1902,,Arthur_Schnitzler_-_Die_griechische_Tänzerin_(1902)
Heer,Jakob Christoph,Der lange Balthasar,1915,,Jakob_Christoph_Heer_-_Der_lange_Balthasar_(1915)
Paul,Jean,Siebenkäs,1796,,Jean_Paul_-_Siebenkäs_(1796)
Schücking,Levin,Der Kampf im Spessart,1875,,Levin_Schücking_-_Der_Kampf_im_Spessart_(1875)
Hoefer,Edmund,Der wilde Heide,1855,,Edmund_Hoefer_-_Der_wilde_Heide_(1855)
Hoffmann,ETA,Der Elementargeist,1819,,ETA_Hoffmann_-_Der_Elementargeist_(1819)
Panizza,Oskar,Der operierte Jud',1893,,Oskar_Panizza_-_Der_operierte_Jud'_(1893)
Tieck,Ludwig,Der Jahrmarkt,1832,,Ludwig_Tieck_-_Der_Jahrmarkt_(1832)
Mackay,John Henry,Zwischen den Zielen,1911,,John_Henry_Mackay_-_Zwischen_den_Zielen_(1911)
Schirokauer,Alfred,Messalina,1910,,Alfred_Schirokauer_-_Messalina_(1910)
von Sallet,Friedrich,Kontraste und Paradoxen,1843,,Friedrich_von_Sallet_-_Kontraste_und_Paradoxen_(1843)
Hauff,Wilhelm,Der junge Engländer,1827,,Wilhelm_Hauff_-_Der_junge_Engländer_(1827)
Kraft,Robert,Detektiv Nobody's Erlebnisse und Reiseabenteuer. 7. Band,1904,,Robert_Kraft_-_Detektiv_Nobody's_Erlebnisse_und_Reiseabenteuer._7._Band_(1904)
Gotthelf,Jeremias,Die Käserei in der Vehfreude,1850,,Jeremias_Gotthelf_-_Die_Käserei_in_der_Vehfreude_(1850)
Schücking,Levin,Die Rheider Burg,1859,,Levin_Schücking_-_Die_Rheider_Burg_(1859)
Meyrink,Gustav,Der Engel vom westlichen Fenster,1927,,Gustav_Meyrink_-_Der_Engel_vom_westlichen_Fenster_(1927)
Klabund,,Bracke,1918,,Klabund_-_Bracke_(1918)
von Perfall,Karl,Das Königsliebchen,1895,,Karl_von_Perfall_-_Das_Königsliebchen_(1895)
Spielhagen,Friedrich,Sturmflut,1877,,Friedrich_Spielhagen_-_Sturmflut_(1877)
Rilke,Rainer Maria,Erzählungen aus dem Nachlaß,1826,,Rainer_Maria_Rilke_-_Erzählungen_aus_dem_Nachlaß_(1826)
Sack,Gustav,Ein verbummelter Student,1917,,Gustav_Sack_-_Ein_verbummelter_Student_(1917)
Schnitzler,Arthur,Der Sohn,1899,,Arthur_Schnitzler_-_Der_Sohn_(1899)
Spyri,Johanna,Wie Wiselis Weg gefunden wird,1878,,Johanna_Spyri_-_Wie_Wiselis_Weg_gefunden_wird_(1878)
Alexis,Willibald,Der Roland von Berlin – Zweiter Band,1840,,Willibald_Alexis_-_Der_Roland_von_Berlin_–_Zweiter_Band_(1840)
Rosenhayn,Paul,Die drei aus Hollywood,1929,,Paul_Rosenhayn_-_Die_drei_aus_Hollywood_(1929)
Storm,Theodor,Bulemanns Haus,1866,,Theodor_Storm_-_Bulemanns_Haus_(1866)
Wichert,Ernst,Der Väter Sünden,1900,,Ernst_Wichert_-_Der_Väter_Sünden_(1900)
May,Karl,Deutsche Herzen,1885,Deutsche Helden. Die Königin der Wüste,Karl_May_-_Deutsche_Herzen_-_Deutsche_Helden._Die_Königin_der_Wüste_(1885)
Fröhlich,Abraham Manuel,Die Verschüttung im Hauenstein,1858,,Abraham_Manuel_Fröhlich_-_Die_Verschüttung_im_Hauenstein_(1858)
Seidel,Heinrich,Penelope,1899,,Heinrich_Seidel_-_Penelope_(1899)
von Horváth,Ödön,Sportmärchen,1938,,Ödön_von_Horváth_-_Sportmärchen_(1938)
Kraft,Robert,Die Vestalinnen,1895,Band 3,Robert_Kraft_-_Die_Vestalinnen_-_Band_3_(1895)
Heyse,Paul,Andrea Delfin,1862,,Paul_Heyse_-_Andrea_Delfin_(1862)
Presber,Rudolf,Von Ihr und Ihm,1912,,Rudolf_Presber_-_Von_Ihr_und_Ihm_(1912)
Kurz,Hermann,Denk- und Glaubwürdigkeiten – Jugenderinnerungen – Abenteuer in,1859,,Hermann_Kurz_-_Denk-_und_Glaubwürdigkeiten_–_Jugenderinnerungen_–_Abenteuer_in_(1859)
Wohlbrück,Olga,Des Ratsherrn Leinius Tochter,1910,,Olga_Wohlbrück_-_Des_Ratsherrn_Leinius_Tochter_(1910)
Ernst,Otto,Vom Strande des Lebens,1908,,Otto_Ernst_-_Vom_Strande_des_Lebens_(1908)
Essig,Hermann,12 Novellen,1916,,Hermann_Essig_-_12_Novellen_(1916)
Bierbaum,Otto Julius,Samalio Pardulus,1908,,Otto_Julius_Bierbaum_-_Samalio_Pardulus_(1908)
Knigge,Adolph Freiherr,Der Traum des Herrn Brick,1794,,Adolph_Freiherr_Knigge_-_Der_Traum_des_Herrn_Brick_(1794)
Hauff,Wilhelm,Phantasien im Bremer Ratskeller,1827,,Wilhelm_Hauff_-_Phantasien_im_Bremer_Ratskeller_(1827)
Stehr,Hermann,Droben Gnade Drunten Recht,1940,,Hermann_Stehr_-_Droben_Gnade_Drunten_Recht_(1940)
Presber,Rudolf,Der Rubin der Herzogin,1915,,Rudolf_Presber_-_Der_Rubin_der_Herzogin_(1915)
Boßhart,Jakob,Ein Rufer in der Wüste,1921,,Jakob_Boßhart_-_Ein_Rufer_in_der_Wüste_(1921)
Wieland,Christoph Martin,Geschichte des Weisen Danischmend und der drei Kalender,1775,,Christoph_Martin_Wieland_-_Geschichte_des_Weisen_Danischmend_und_der_drei_Kalender_(1775)
Tieck,Ludwig,Der Alte vom Berge,1828,,Ludwig_Tieck_-_Der_Alte_vom_Berge_(1828)
von Heigel,Karl,Im Isartal,1902,,Karl_von_Heigel_-_Im_Isartal_(1902)
Smidt,Heinrich,Seemanns-Sagen und Schiffer-Märchen,1835,,Heinrich_Smidt_-_Seemanns-Sagen_und_Schiffer-Märchen_(1835)
Stehr,Hermann,Auf Leben und Tod,1898,,Hermann_Stehr_-_Auf_Leben_und_Tod_(1898)
von Eichendorff,Joseph,Libertas und ihre Freier,1848,,Joseph_von_Eichendorff_-_Libertas_und_ihre_Freier_(1848)
Spitteler,Carl,"Friedli, der Kolderi",1891,,"Carl_Spitteler_-_Friedli,_der_Kolderi_(1891)"
von Heyking,Elisabeth,"Briefe, die ihn nicht erreichten",1903,,"Elisabeth_von_Heyking_-_Briefe,_die_ihn_nicht_erreichten_(1903)"
Kafka,Franz,Hochzeitsvorbereitungen auf dem Lande,1916,,Franz_Kafka_-_Hochzeitsvorbereitungen_auf_dem_Lande_(1916)
Seidel,Heinrich,Ein Weihnachtsmärchen,1868,,Heinrich_Seidel_-_Ein_Weihnachtsmärchen_(1868)
Stratz,Rudolph,Der mysteriöse Cavalier und andere Novellen,1924,,Rudolph_Stratz_-_Der_mysteriöse_Cavalier_und_andere_Novellen_(1924)
von Saar,Ferdinand,Innocens,1866,,Ferdinand_von_Saar_-_Innocens_(1866)
Kafka,Franz,Auf der Galerie,1916,,Franz_Kafka_-_Auf_der_Galerie_(1916)
Roth,Joseph,Hiob,1930,,Joseph_Roth_-_Hiob_(1930)
Gotthelf,Jeremias,Hans Joggeli der Erbvetter,1848,,Jeremias_Gotthelf_-_Hans_Joggeli_der_Erbvetter_(1848)
Schlaf,Johannes,Frühlicht,1895,,Johannes_Schlaf_-_Frühlicht_(1895)
Hoffmann,ETA,Der Sandmann,1817,,ETA_Hoffmann_-_Der_Sandmann_(1817)
Spindler,Carl,Der Jude,1827,,Carl_Spindler_-_Der_Jude_(1827)
Kafka,Franz,Der Geier,1916,,Franz_Kafka_-_Der_Geier_(1916)
Paul,Jean,Flegeljahre,1804,,Jean_Paul_-_Flegeljahre_(1804)
Greinz,Rudolf,Tiroler Leut,1892,,Rudolf_Greinz_-_Tiroler_Leut_(1892)
Tieck,Ludwig,Abdallah,1792,,Ludwig_Tieck_-_Abdallah_(1792)
Schaumberger,Heinrich,Umsingen,1874,,Heinrich_Schaumberger_-_Umsingen_(1874)
von Eschstruth,Nataly,Hofluft,1889,Band 2,Nataly_von_Eschstruth_-_Hofluft_-_Band_2_(1889)
von Wolzogen,Ernst,Der Topf der Danaiden,1927,,Ernst_von_Wolzogen_-_Der_Topf_der_Danaiden_(1927)
von Gumppenberg,Hanns,Die letzte Ehre,1895,,Hanns_von_Gumppenberg_-_Die_letzte_Ehre_(1895)
Keller,Paul,Das letzte Märchen,1915,,Paul_Keller_-_Das_letzte_Märchen_(1915)
Tieck,Ludwig,William Lovell,1795,,Ludwig_Tieck_-_William_Lovell_(1795)
Roquette,Otto,Die Tage des Waldlebens,1884,,Otto_Roquette_-_Die_Tage_des_Waldlebens_(1884)
Möllhausen,Balduin,Der Piratenlieutenant – Teil 2,1869,,Balduin_Möllhausen_-_Der_Piratenlieutenant_–_Teil_2_(1869)
Ganghofer,Ludwig,"Herzmannski, der Getreue",1912,,"Ludwig_Ganghofer_-_Herzmannski,_der_Getreue_(1912)"
Duncker,Dora,Marquise von Pompadour,1913,,Dora_Duncker_-_Marquise_von_Pompadour_(1913)
Blei,Franz,Himmlische und irdische Liebe in Frauenschicksalen,1928,,Franz_Blei_-_Himmlische_und_irdische_Liebe_in_Frauenschicksalen_(1928)
Gotthelf,Jeremias,Barthli der Korber,1852,,Jeremias_Gotthelf_-_Barthli_der_Korber_(1852)
Roth,Joseph,Die Kapuzinergruft,1938,,Joseph_Roth_-_Die_Kapuzinergruft_(1938)
Gutzkow,Karl,Der Zauberer von Rom. II. Buch,1858,,Karl_Gutzkow_-_Der_Zauberer_von_Rom._II._Buch_(1858)
Heine,Anselma,Der Zwergenring,1925,,Anselma_Heine_-_Der_Zwergenring_(1925)
Stinde,Julius,Buchholzens in Italien,1883,,Julius_Stinde_-_Buchholzens_in_Italien_(1883)
Falke,Gustav,Der Mann im Nebel,1899,,Gustav_Falke_-_Der_Mann_im_Nebel_(1899)
Wezel,Johann Karl,Satirische Erzählungen,1778,,Johann_Karl_Wezel_-_Satirische_Erzählungen_(1778)
Kafka,Franz,Der Bau,1924,,Franz_Kafka_-_Der_Bau_(1924)
Mügge,Theodor,Schritt für Schritt,1859,,Theodor_Mügge_-_Schritt_für_Schritt_(1859)
Seidl,Johann Gabriel,Cornelia Fieramonti,1842,,Johann_Gabriel_Seidl_-_Cornelia_Fieramonti_(1842)
Ertler,Bruno,Venus im Morgen,1921,,Bruno_Ertler_-_Venus_im_Morgen_(1921)
Temme,Jodocus Donatus Hubertus,Ein tragisches Ende,1881,,Jodocus_Donatus_Hubertus_Temme_-_Ein_tragisches_Ende_(1881)
Gerstäcker,Friedrich,Die Flucht über die Kordilleren,1859,,Friedrich_Gerstäcker_-_Die_Flucht_über_die_Kordilleren_(1859)
Ernst,Otto,Semper der Jüngling,1908,,Otto_Ernst_-_Semper_der_Jüngling_(1908)
Harich,Walther,Dorette lächelt,1931,,Walther_Harich_-_Dorette_lächelt_(1931)
von Saar,Ferdinand,Tambi,1897,,Ferdinand_von_Saar_-_Tambi_(1897)
Meyer,Conrad Ferdinand,Das Amulett,1873,,Conrad_Ferdinand_Meyer_-_Das_Amulett_(1873)
Glauser,Friedrich,Wachtmeister Studer,1936,,Friedrich_Glauser_-_Wachtmeister_Studer_(1936)
David,Jakob Julius,Ein Poet,1906,,Jakob_Julius_David_-_Ein_Poet_(1906)
Immermann,Karl,Der Oberhof,1839,,Karl_Immermann_-_Der_Oberhof_(1839)
Landsberger,Artur,Raffke,1924,,Artur_Landsberger_-_Raffke_(1924)
Wieland,Christoph Martin,Menander und Glycerion,1803,,Christoph_Martin_Wieland_-_Menander_und_Glycerion_(1803)
Stoessl,Otto,Negerkönigs Tochter,1910,,Otto_Stoessl_-_Negerkönigs_Tochter_(1910)
Heyse,Paul,Crone Stäudlin,1904,,Paul_Heyse_-_Crone_Stäudlin_(1904)
Schirokauer,Alfred,Kleopatra,1930,,Alfred_Schirokauer_-_Kleopatra_(1930)
Wezel,Johann Karl,Herrmann und Ulrike,1780,Band 4,Johann_Karl_Wezel_-_Herrmann_und_Ulrike_-_Band_4_(1780)
Schnitzler,Arthur,Der Fürst ist im Hause,1895,,Arthur_Schnitzler_-_Der_Fürst_ist_im_Hause_(1895)
Boy-Ed,Ida,Annas Ehe,1923,,Ida_Boy-Ed_-_Annas_Ehe_(1923)
Moritz,Karl Philipp,Fragmente aus dem Tagebuche eines Geistersehers,1787,,Karl_Philipp_Moritz_-_Fragmente_aus_dem_Tagebuche_eines_Geistersehers_(1787)
Hoffmann,ETA,Des Vetters Eckfenster,1822,,ETA_Hoffmann_-_Des_Vetters_Eckfenster_(1822)
Ganghofer,Ludwig,Der nette Kerl,1880,,Ludwig_Ganghofer_-_Der_nette_Kerl_(1880)
Zollinger,Albin,Pfannenstiel,1940,,Albin_Zollinger_-_Pfannenstiel_(1940)
Mackay,John Henry,Der Schwimmer,1901,,John_Henry_Mackay_-_Der_Schwimmer_(1901)
May,Karl,Durch die Wüste,1892,,Karl_May_-_Durch_die_Wüste_(1892)
Dahn,Felix,Chlodovech,1895,,Felix_Dahn_-_Chlodovech_(1895)
Nordau,Max,Mahâ-Rôg,1905,,Max_Nordau_-_Mahâ-Rôg_(1905)
von Heyking,Elisabeth,Die Orgelpfeifen,1918,,Elisabeth_von_Heyking_-_Die_Orgelpfeifen_(1918)
Schlaf,Johannes,Mutter Lise,1917,,Johannes_Schlaf_-_Mutter_Lise_(1917)
Raabe,Wilhelm,Der Hungerpastor,1864,,Wilhelm_Raabe_-_Der_Hungerpastor_(1864)
Hauff,Wilhelm,Phantasien und Skizzen,1827,,Wilhelm_Hauff_-_Phantasien_und_Skizzen_(1827)
Ernst,Otto,Die Kunstreise nach Hümpeldorf,1905,,Otto_Ernst_-_Die_Kunstreise_nach_Hümpeldorf_(1905)
Meyer-Merian,Theodor,Dienen und Verdienen,1865,,Theodor_Meyer-Merian_-_Dienen_und_Verdienen_(1865)
Paul,Jean,Palingenesien,1798,,Jean_Paul_-_Palingenesien_(1798)
Franzos,Karl Emil,Der Stumme mit dem bösen Blick,1904,,Karl_Emil_Franzos_-_Der_Stumme_mit_dem_bösen_Blick_(1904)
Kürnberger,Ferdinand,Wie ein prosaischer Mann ein poetisches Bräutchen gewinnt,1877,,Ferdinand_Kürnberger_-_Wie_ein_prosaischer_Mann_ein_poetisches_Bräutchen_gewinnt_(1877)
Grimmelshausen,,Die Lebensbeschreibung der Erzbetrügerin,1670,,Grimmelshausen_-_Die_Lebensbeschreibung_der_Erzbetrügerin_(1670)
Tieck,Ludwig,Die Reisenden,1824,,Ludwig_Tieck_-_Die_Reisenden_(1824)
Meyer,Conrad Ferdinand,Der Heilige,1883,,Conrad_Ferdinand_Meyer_-_Der_Heilige_(1883)
Nathusius,Marie,Tagebuch eines armen Fräuleins,1854,,Marie_Nathusius_-_Tagebuch_eines_armen_Fräuleins_(1854)
Raabe,Wilhelm,Auf dem Altenteil,1878,,Wilhelm_Raabe_-_Auf_dem_Altenteil_(1878)
Fontane,Theodor,Frau Jenny Treibel,1892,,Theodor_Fontane_-_Frau_Jenny_Treibel_(1892)
Kluge,Kurt,Die Zaubergeige,1940,,Kurt_Kluge_-_Die_Zaubergeige_(1940)
Musil,Robert,Tonka,1922,,Robert_Musil_-_Tonka_(1922)
Kafka,Franz,Ein Hungerkünstler,1916,,Franz_Kafka_-_Ein_Hungerkünstler_(1916)
Weiß,Ernst,Dämonenzug,1928,,Ernst_Weiß_-_Dämonenzug_(1928)
Alexis,Willibald,Der Roland von Berlin – Dritter Band,1840,,Willibald_Alexis_-_Der_Roland_von_Berlin_–_Dritter_Band_(1840)
Milow,Stephan,Arnold Frank,1872,,Stephan_Milow_-_Arnold_Frank_(1872)
Castelli,Ignaz Franz,Tobias Guarnerius,1839,,Ignaz_Franz_Castelli_-_Tobias_Guarnerius_(1839)
Hoffmann,ETA,Seltsame Leiden eines Theaterdirektors,1818,,ETA_Hoffmann_-_Seltsame_Leiden_eines_Theaterdirektors_(1818)
Bechstein,Ludwig,In optima forma,1854,,Ludwig_Bechstein_-_In_optima_forma_(1854)
Paul,Jean,Der Maschinenmann,1825,,Jean_Paul_-_Der_Maschinenmann_(1825)
von Arnim,Achim,Die Majoratsherren,1820,,Achim_von_Arnim_-_Die_Majoratsherren_(1820)
Hart,Julius,Das Hünengrab,1895,,Julius_Hart_-_Das_Hünengrab_(1895)
Rilke,Rainer Maria,Frau Blahas Magd,1899,,Rainer_Maria_Rilke_-_Frau_Blahas_Magd_(1899)
Samarow,Gregor,Kreuz und Schwert,1875,,Gregor_Samarow_-_Kreuz_und_Schwert_(1875)
Gerstäcker,Friedrich,Die Colonie,1864,,Friedrich_Gerstäcker_-_Die_Colonie_(1864)
Ebers,Georg,Uarda,1877,,Georg_Ebers_-_Uarda_(1877)
Heyse,Paul,Das Bild der Mutter,1858,,Paul_Heyse_-_Das_Bild_der_Mutter_(1858)
Panizza,Oskar,Der Korsetten-Fritz,1893,,Oskar_Panizza_-_Der_Korsetten-Fritz_(1893)
Ernst,Paul,Der Tod des Cosimo,1912,,Paul_Ernst_-_Der_Tod_des_Cosimo_(1912)
Kafka,Franz,Ein Bericht für eine Akademie,1916,,Franz_Kafka_-_Ein_Bericht_für_eine_Akademie_(1916)
Dirnböck-Schulz,Jenny,Aus Mizi's Memoiren,1895,,Jenny_Dirnböck-Schulz_-_Aus_Mizi's_Memoiren_(1895)
Falke,Gustav,Aus dem Durchschnitt,1900,,Gustav_Falke_-_Aus_dem_Durchschnitt_(1900)
Wezel,Johann Karl,Robinson Krusoe,1779,,Johann_Karl_Wezel_-_Robinson_Krusoe_(1779)
Spielhagen,Friedrich,Herrin,1899,,Friedrich_Spielhagen_-_Herrin_(1899)
Stratz,Rudolph,Für Dich,1908,,Rudolph_Stratz_-_Für_Dich_(1908)
Marlitt,Eugenie,Reichsgräfin Gisela,1869,,Eugenie_Marlitt_-_Reichsgräfin_Gisela_(1869)
Landauer,Gustav,Arnold Himmelheber,1894,,Gustav_Landauer_-_Arnold_Himmelheber_(1894)
Panizza,Oskar,Das Verbrechen in Tavistock-Square,1891,,Oskar_Panizza_-_Das_Verbrechen_in_Tavistock-Square_(1891)
von Polenz,Wilhelm,Wurzellocker,1902,Erster Band,Wilhelm_von_Polenz_-_Wurzellocker_-_Erster_Band_(1902)
Novalis,,Heinrich von Ofterdingen,1802,,Novalis_-_Heinrich_von_Ofterdingen_(1802)
von Lauff,Joseph,Sankt Anne,1908,,Joseph_von_Lauff_-_Sankt_Anne_(1908)
Glauser,Friedrich,Gourrama,1940,,Friedrich_Glauser_-_Gourrama_(1940)
Schreckenbach,Paul,Der König von Rothenburg,1930,,Paul_Schreckenbach_-_Der_König_von_Rothenburg_(1930)
Storm,Theodor,Viola Tricolor,1873,,Theodor_Storm_-_Viola_Tricolor_(1873)
Schnitzler,Arthur,Gespräch in der Kaffeehausecke,1895,,Arthur_Schnitzler_-_Gespräch_in_der_Kaffeehausecke_(1895)
Tieck,Ludwig,Der Pokal,1812,,Ludwig_Tieck_-_Der_Pokal_(1812)
von Lauff,Joseph,O du mein Niederrhein,1930,,Joseph_von_Lauff_-_O_du_mein_Niederrhein_(1930)
Salus,Hugo,Der Spiegel,1906,,Hugo_Salus_-_Der_Spiegel_(1906)
Wyss,Johann David,Der schweizerische Robinson,1812,,Johann_David_Wyss_-_Der_schweizerische_Robinson_(1812)
Kurz,Hermann,Der Weihnachtsfund,1856,,Hermann_Kurz_-_Der_Weihnachtsfund_(1856)
Theden,Dietrich,Menschenhasser,1904,,Dietrich_Theden_-_Menschenhasser_(1904)
Laube,Heinrich,Die Novelle in der Theaterloge,1837,,Heinrich_Laube_-_Die_Novelle_in_der_Theaterloge_(1837)
Floericke,Curt,Helden der Wildnis,1914,,Curt_Floericke_-_Helden_der_Wildnis_(1914)
Heyse,Paul,Marienkind,1892,,Paul_Heyse_-_Marienkind_(1892)
Schlaf,Johannes,Papa Hamlet,1889,,Johannes_Schlaf_-_Papa_Hamlet_(1889)
Hackländer,FW,Der letzte Bombardier,1870,,FW_Hackländer_-_Der_letzte_Bombardier_(1870)
Heer,Jakob Christoph,Laubgewind,1908,,Jakob_Christoph_Heer_-_Laubgewind_(1908)
von Zobeltitz,Fedor,Der Beutezug der Liebe,1922,,Fedor_von_Zobeltitz_-_Der_Beutezug_der_Liebe_(1922)
Moscherosch,Hans Michael,Philanders von Sittenwald wunderliche und wahrhaftige Gesichte 1,1640,,Hans_Michael_Moscherosch_-_Philanders_von_Sittenwald_wunderliche_und_wahrhaftige_Gesichte_1_(1640)
von Saar,Ferdinand,Der Brauer von Habrovan,1901,,Ferdinand_von_Saar_-_Der_Brauer_von_Habrovan_(1901)
von Horváth,Ödön,Jugend ohne Gott,1937,,Ödön_von_Horváth_-_Jugend_ohne_Gott_(1937)
Meyrink,Gustav,Walpurgisnacht,1917,,Gustav_Meyrink_-_Walpurgisnacht_(1917)
Bölsche,Wilhelm,Drachen,1929,,Wilhelm_Bölsche_-_Drachen_(1929)
Klinger,Friedrich Maximilian,"Faust's Leben, Taten und Höllenfahrt",1791,,"Friedrich_Maximilian_Klinger_-_Faust's_Leben,_Taten_und_Höllenfahrt_(1791)"
Bahr,Hermann,Theater,1897,,Hermann_Bahr_-_Theater_(1897)
Kafka,Franz,Eine alltägliche Verwirrung,1917,,Franz_Kafka_-_Eine_alltägliche_Verwirrung_(1917)
Sudermann,Hermann,Jolanthes Hochzeit,1892,,Hermann_Sudermann_-_Jolanthes_Hochzeit_(1892)
von Wildenbruch,Ernst,Die letzte Partie,1909,,Ernst_von_Wildenbruch_-_Die_letzte_Partie_(1909)
Retcliffe,Sir John,Magenta und Solferino,1864,Band 3,Sir_John_Retcliffe_-_Magenta_und_Solferino_-_Band_3_(1864)
Schiller,Friedrich,Eine großmütige Handlung aus der neuesten Geschichte,1782,,Friedrich_Schiller_-_Eine_großmütige_Handlung_aus_der_neuesten_Geschichte_(1782)
Landsberger,Artur,Das Blut,1921,,Artur_Landsberger_-_Das_Blut_(1921)
Seidel,Willy,Alarm im Jenseits,1927,,Willy_Seidel_-_Alarm_im_Jenseits_(1927)
Heyse,Paul,Die Witwe von Pisa,1865,,Paul_Heyse_-_Die_Witwe_von_Pisa_(1865)
von Ompteda,Georg Freiherr,Maria da Caza,1897,,Georg_Freiherr_von_Ompteda_-_Maria_da_Caza_(1897)
Kyber,Manfred,Balduin Brummsel und andere Tiergeschichten,1933,,Manfred_Kyber_-_Balduin_Brummsel_und_andere_Tiergeschichten_(1933)
Paalzow,Henriette,Thomas Thyrnau – Dritter Theil,1843,,Henriette_Paalzow_-_Thomas_Thyrnau_–_Dritter_Theil_(1843)
Hauff,Wilhelm,Der Mann im Mond,1826,,Wilhelm_Hauff_-_Der_Mann_im_Mond_(1826)
Rosegger,Peter,Sonnenschein,1908,,Peter_Rosegger_-_Sonnenschein_(1908)
Koenig,Alma Johanna,Nero,1942,der jugendliche Gott,Alma_Johanna_Koenig_-_Nero_-_der_jugendliche_Gott_(1942)
Wildermuth,Ottilie,Mädchenbriefe,1862,,Ottilie_Wildermuth_-_Mädchenbriefe_(1862)
Busch,Wilhelm,Der Schmetterling,1895,,Wilhelm_Busch_-_Der_Schmetterling_(1895)
Schmidt,Maximilian,Die Schwanjungfrau,1885,,Maximilian_Schmidt_-_Die_Schwanjungfrau_(1885)
Gotthelf,Jeremias,Kurt von Koppigen,1844,,Jeremias_Gotthelf_-_Kurt_von_Koppigen_(1844)
Alexis,Willibald,Der Roland von Berlin – Erster Band,1840,,Willibald_Alexis_-_Der_Roland_von_Berlin_–_Erster_Band_(1840)
May,Karl,Deutsche Herzen,1885,Deutsche Helden,Karl_May_-_Deutsche_Herzen_-_Deutsche_Helden_(1885)
Ertler,Bruno,"Venus, die Feindin",1921,,"Bruno_Ertler_-_Venus,_die_Feindin_(1921)"
Bierbaum,Otto Julius,Kaktus,1910,,Otto_Julius_Bierbaum_-_Kaktus_(1910)
von Arnim,Achim,Mistris Lee,1809,,Achim_von_Arnim_-_Mistris_Lee_(1809)
Sonnleitner,Alois Theodor,Die Höhlenkinder – Im Pfahlbau,1918,,Alois_Theodor_Sonnleitner_-_Die_Höhlenkinder_–_Im_Pfahlbau_(1918)
Pfleghar,Artur Jost,Die Islandreiter,1930,,Artur_Jost_Pfleghar_-_Die_Islandreiter_(1930)
Mauthner,Fritz,Vom armen Franischko,1879,,Fritz_Mauthner_-_Vom_armen_Franischko_(1879)
Dahn,Felix,Sind Götter,1874,,Felix_Dahn_-_Sind_Götter_(1874)
von Hofmannsthal,Hugo,Gerechtigkeit,1893,,Hugo_von_Hofmannsthal_-_Gerechtigkeit_(1893)
Seidel,Heinrich,Hedwig,1899,,Heinrich_Seidel_-_Hedwig_(1899)
